gene1,gene2
ABL1,CSK
ABL1,FER
ABL1,FES
ABL1,ITK
ABL1,MATK
ABL1,TEC
ABL1,TXK
ABL2,ABL1
ABL2,BMX
ABL2,BTK
ABL2,CSK
ABL2,FER
ABL2,FES
ABL2,ITK
ABL2,MATK
ABL2,TEC
ABL2,TXK
ABLIM1,ABLIM3
ABLIM1,DMTN
ABLIM3,ABLIM1
ABLIM3,DMTN
ABO,GBGT1
ABR,BCR
ABR,CHN1
ABR,CHN2
ACAA2,ACAT1
ACAA2,ACAT2
ACAA2,HADHB
ACACA,ACACB
ACACB,ACACA
ACAD8,ACADL
ACAD8,ACADM
ACAD8,ACADS
ACAD8,ACADSB
ACAD8,ACADVL
ACAD8,GCDH
ACAD8,IVD
ACADL,ACAD8
ACADL,ACADM
ACADL,ACADS
ACADL,ACADSB
ACADL,ACADVL
ACADL,GCDH
ACADL,IVD
ACADM,ACAD8
ACADM,ACADL
ACADM,ACADS
ACADM,ACADSB
ACADM,ACADVL
ACADM,GCDH
ACADM,IVD
ACADS,ACAD8
ACADS,ACADL
ACADS,ACADM
ACADS,ACADSB
ACADS,ACADVL
ACADS,GCDH
ACADS,IVD
ACADSB,ACAD8
ACADSB,ACADL
ACADSB,ACADM
ACADSB,ACADS
ACADSB,ACADVL
ACADSB,GCDH
ACADSB,IVD
ACADVL,ACAD8
ACADVL,ACADL
ACADVL,ACADM
ACADVL,ACADS
ACADVL,ACADSB
ACADVL,GCDH
ACADVL,IVD
ACAN,BCAN
ACAN,HAPLN1
ACAN,HAPLN2
ACAN,NCAN
ACAN,TNFAIP6
ACAN,VCAN
ACAP1,ACAP2
ACAP1,AGAP1
ACAP1,AGAP2
ACAP1,ASAP1
ACAP1,ASAP2
ACAP1,ASAP3
ACAP2,ACAP1
ACAP2,AGAP1
ACAP2,AGAP2
ACAP2,ASAP1
ACAP2,ASAP2
ACAP2,ASAP3
ACAT1,ACAA2
ACAT1,ACAT2
ACAT1,HADHB
ACAT2,ACAA2
ACAT2,ACAT1
ACAT2,HADHB
ACBD4,DBI
ACE,ACE2
ACE2,ACE
ACHE,BCHE
ACHE,CES1
ACHE,CES2
ACHE,CES3
ACHE,NLGN1
ACHE,NLGN3
ACHE,NLGN4X
ACHE,NLGN4Y
ACKR2,CCR1
ACKR2,CCR2
ACKR2,CCR3
ACKR2,CCR4
ACKR2,CCR5
ACKR2,CCR8
ACKR2,CCRL2
ACKR2,CX3CR1
ACKR2,XCR1
ACKR3,AGTR1
ACKR3,AGTR2
ACKR3,APLNR
ACKR3,BDKRB1
ACKR3,BDKRB2
ACKR3,GPR15
ACKR3,GPR182
ACKR3,GPR25
ACKR3,RXFP3
ACKR3,RXFP4
ACKR4,CCR10
ACKR4,CCR6
ACKR4,CCR7
ACKR4,CCR9
ACKR4,CXCR1
ACKR4,CXCR2
ACKR4,CXCR3
ACKR4,CXCR4
ACKR4,CXCR5
ACKR4,CXCR6
ACLY,SUCLG1
ACO1,ACO2
ACO1,IREB2
ACO2,ACO1
ACO2,IREB2
ACOX1,ACOX2
ACOX1,ACOX3
ACOX1,ACOXL
ACOX2,ACOX1
ACOX2,ACOX3
ACOX2,ACOXL
ACOX3,ACOX1
ACOX3,ACOX2
ACOX3,ACOXL
ACOXL,ACOX1
ACOXL,ACOX2
ACOXL,ACOX3
ACP2,ACP3
ACP2,ACP6
ACP3,ACP2
ACP3,ACP6
ACP6,ACP2
ACP6,ACP3
ACR,PRSS53
ACR,TMPRSS11D
ACR,TMPRSS11E
ACSBG1,ACSBG2
ACSBG1,ACSL1
ACSBG1,ACSL5
ACSBG1,ACSL6
ACSBG2,ACSBG1
ACSBG2,ACSL1
ACSBG2,ACSL5
ACSBG2,ACSL6
ACSL1,ACSBG1
ACSL1,ACSBG2
ACSL1,ACSL5
ACSL1,ACSL6
ACSL3,ACSL4
ACSL4,ACSL3
ACSL5,ACSBG1
ACSL5,ACSBG2
ACSL5,ACSL1
ACSL5,ACSL6
ACSL6,ACSBG1
ACSL6,ACSBG2
ACSL6,ACSL1
ACSL6,ACSL5
ACSM1,ACSM3
ACSM1,ACSM5
ACSM3,ACSM1
ACSM3,ACSM5
ACSM5,ACSM1
ACSM5,ACSM3
ACTA1,ACTB
ACTA1,ACTC1
ACTA1,ACTL7A
ACTA1,ACTL7B
ACTA1,ACTR1A
ACTA1,ACTR1B
ACTA2,ACTG2
ACTB,ACTA1
ACTB,ACTC1
ACTB,ACTL7A
ACTB,ACTL7B
ACTB,ACTR1A
ACTB,ACTR1B
ACTC1,ACTA1
ACTC1,ACTB
ACTC1,ACTL7A
ACTC1,ACTL7B
ACTC1,ACTR1A
ACTC1,ACTR1B
ACTG2,ACTA2
ACTL6A,ACTL6B
ACTL6B,ACTL6A
ACTL7A,ACTA1
ACTL7A,ACTB
ACTL7A,ACTC1
ACTL7A,ACTL7B
ACTL7A,ACTR1A
ACTL7A,ACTR1B
ACTL7B,ACTA1
ACTL7B,ACTB
ACTL7B,ACTC1
ACTL7B,ACTL7A
ACTL7B,ACTR1A
ACTL7B,ACTR1B
ACTL8,ACTR2
ACTN1,ACTN2
ACTN1,ACTN3
ACTN1,ACTN4
ACTN1,SPTB
ACTN1,SPTBN1
ACTN1,SPTBN2
ACTN1,SPTBN4
ACTN1,SPTBN5
ACTN2,ACTN1
ACTN2,ACTN3
ACTN2,ACTN4
ACTN2,SPTB
ACTN2,SPTBN1
ACTN2,SPTBN2
ACTN2,SPTBN4
ACTN2,SPTBN5
ACTN3,ACTN1
ACTN3,ACTN2
ACTN3,ACTN4
ACTN3,SPTB
ACTN3,SPTBN1
ACTN3,SPTBN2
ACTN3,SPTBN4
ACTN3,SPTBN5
ACTN4,ACTN1
ACTN4,ACTN2
ACTN4,ACTN3
ACTN4,SPTB
ACTN4,SPTBN1
ACTN4,SPTBN2
ACTN4,SPTBN4
ACTN4,SPTBN5
ACTR1A,ACTA1
ACTR1A,ACTB
ACTR1A,ACTC1
ACTR1A,ACTL7A
ACTR1A,ACTL7B
ACTR1A,ACTR1B
ACTR1B,ACTA1
ACTR1B,ACTB
ACTR1B,ACTC1
ACTR1B,ACTL7A
ACTR1B,ACTL7B
ACTR1B,ACTR1A
ACTR2,ACTL8
ACTR3,ACTR3B
ACTR3B,ACTR3
ACVR1,ACVR1B
ACVR1,ACVR2A
ACVR1,ACVR2B
ACVR1,ACVRL1
ACVR1,AMHR2
ACVR1,BMPR1A
ACVR1,BMPR1B
ACVR1,BMPR2
ACVR1,TGFBR1
ACVR1,TGFBR2
ACVR1B,ACVR1
ACVR1B,ACVR2A
ACVR1B,ACVR2B
ACVR1B,ACVRL1
ACVR1B,AMHR2
ACVR1B,BMPR1A
ACVR1B,BMPR1B
ACVR1B,BMPR2
ACVR1B,TGFBR1
ACVR1B,TGFBR2
ACVR2A,ACVR1
ACVR2A,ACVR1B
ACVR2A,ACVR2B
ACVR2A,ACVRL1
ACVR2A,AMHR2
ACVR2A,BMPR1A
ACVR2A,BMPR1B
ACVR2A,BMPR2
ACVR2A,TGFBR1
ACVR2A,TGFBR2
ACVR2B,ACVR1
ACVR2B,ACVR1B
ACVR2B,ACVR2A
ACVR2B,ACVRL1
ACVR2B,AMHR2
ACVR2B,BMPR1A
ACVR2B,BMPR1B
ACVR2B,BMPR2
ACVR2B,TGFBR1
ACVR2B,TGFBR2
ACVRL1,ACVR1
ACVRL1,ACVR1B
ACVRL1,ACVR2A
ACVRL1,ACVR2B
ACVRL1,AMHR2
ACVRL1,BMPR1A
ACVRL1,BMPR1B
ACVRL1,BMPR2
ACVRL1,TGFBR1
ACVRL1,TGFBR2
ACYP1,ACYP2
ACYP2,ACYP1
ADAM10,ADAM17
ADAM11,ADAM12
ADAM11,ADAM15
ADAM11,ADAM19
ADAM11,ADAM22
ADAM11,ADAM23
ADAM11,ADAM28
ADAM11,ADAM7
ADAM11,ADAM8
ADAM12,ADAM11
ADAM12,ADAM15
ADAM12,ADAM19
ADAM12,ADAM22
ADAM12,ADAM23
ADAM12,ADAM28
ADAM12,ADAM7
ADAM12,ADAM8
ADAM15,ADAM11
ADAM15,ADAM12
ADAM15,ADAM19
ADAM15,ADAM22
ADAM15,ADAM23
ADAM15,ADAM28
ADAM15,ADAM7
ADAM15,ADAM8
ADAM17,ADAM10
ADAM18,ADAM2
ADAM18,ADAM20
ADAM18,ADAM29
ADAM18,ADAM30
ADAM18,ADAM9
ADAM19,ADAM11
ADAM19,ADAM12
ADAM19,ADAM15
ADAM19,ADAM22
ADAM19,ADAM23
ADAM19,ADAM28
ADAM19,ADAM7
ADAM19,ADAM8
ADAM2,ADAM18
ADAM2,ADAM20
ADAM2,ADAM29
ADAM2,ADAM30
ADAM2,ADAM9
ADAM20,ADAM18
ADAM20,ADAM2
ADAM20,ADAM29
ADAM20,ADAM30
ADAM20,ADAM9
ADAM22,ADAM11
ADAM22,ADAM12
ADAM22,ADAM15
ADAM22,ADAM19
ADAM22,ADAM23
ADAM22,ADAM28
ADAM22,ADAM7
ADAM22,ADAM8
ADAM23,ADAM11
ADAM23,ADAM12
ADAM23,ADAM15
ADAM23,ADAM19
ADAM23,ADAM22
ADAM23,ADAM28
ADAM23,ADAM7
ADAM23,ADAM8
ADAM28,ADAM11
ADAM28,ADAM12
ADAM28,ADAM15
ADAM28,ADAM19
ADAM28,ADAM22
ADAM28,ADAM23
ADAM28,ADAM7
ADAM28,ADAM8
ADAM29,ADAM18
ADAM29,ADAM2
ADAM29,ADAM20
ADAM29,ADAM30
ADAM29,ADAM9
ADAM30,ADAM18
ADAM30,ADAM2
ADAM30,ADAM20
ADAM30,ADAM29
ADAM30,ADAM9
ADAM7,ADAM11
ADAM7,ADAM12
ADAM7,ADAM15
ADAM7,ADAM19
ADAM7,ADAM22
ADAM7,ADAM23
ADAM7,ADAM28
ADAM7,ADAM8
ADAM8,ADAM11
ADAM8,ADAM12
ADAM8,ADAM15
ADAM8,ADAM19
ADAM8,ADAM22
ADAM8,ADAM23
ADAM8,ADAM28
ADAM8,ADAM7
ADAM9,ADAM18
ADAM9,ADAM2
ADAM9,ADAM20
ADAM9,ADAM29
ADAM9,ADAM30
ADAMTS1,ADAMTS13
ADAMTS1,ADAMTS20
ADAMTS1,ADAMTS5
ADAMTS1,ADAMTS8
ADAMTS1,ADAMTS9
ADAMTS12,ADAMTS2
ADAMTS12,ADAMTS3
ADAMTS12,ADAMTS6
ADAMTS12,ADAMTS7
ADAMTS13,ADAMTS1
ADAMTS13,ADAMTS20
ADAMTS13,ADAMTS5
ADAMTS13,ADAMTS8
ADAMTS13,ADAMTS9
ADAMTS2,ADAMTS12
ADAMTS2,ADAMTS3
ADAMTS2,ADAMTS6
ADAMTS2,ADAMTS7
ADAMTS20,ADAMTS1
ADAMTS20,ADAMTS13
ADAMTS20,ADAMTS5
ADAMTS20,ADAMTS8
ADAMTS20,ADAMTS9
ADAMTS3,ADAMTS12
ADAMTS3,ADAMTS2
ADAMTS3,ADAMTS6
ADAMTS3,ADAMTS7
ADAMTS5,ADAMTS1
ADAMTS5,ADAMTS13
ADAMTS5,ADAMTS20
ADAMTS5,ADAMTS8
ADAMTS5,ADAMTS9
ADAMTS6,ADAMTS12
ADAMTS6,ADAMTS2
ADAMTS6,ADAMTS3
ADAMTS6,ADAMTS7
ADAMTS7,ADAMTS12
ADAMTS7,ADAMTS2
ADAMTS7,ADAMTS3
ADAMTS7,ADAMTS6
ADAMTS8,ADAMTS1
ADAMTS8,ADAMTS13
ADAMTS8,ADAMTS20
ADAMTS8,ADAMTS5
ADAMTS8,ADAMTS9
ADAMTS9,ADAMTS1
ADAMTS9,ADAMTS13
ADAMTS9,ADAMTS20
ADAMTS9,ADAMTS5
ADAMTS9,ADAMTS8
ADAMTSL2,ADAMTSL3
ADAMTSL2,ADAMTSL4
ADAMTSL2,THSD4
ADAMTSL3,ADAMTSL2
ADAMTSL3,THSD4
ADAMTSL4,ADAMTSL2
ADAMTSL4,THSD4
ADAP1,ADAP2
ADAP1,SMAP1
ADAP2,ADAP1
ADAP2,SMAP1
ADAR,ADARB1
ADAR,ADARB2
ADAR,ADAT1
ADARB1,ADAR
ADARB1,ADARB2
ADARB1,ADAT1
ADARB2,ADAR
ADARB2,ADARB1
ADARB2,ADAT1
ADAT1,ADAR
ADAT1,ADARB1
ADAT1,ADARB2
ADCY1,ADCY2
ADCY1,ADCY3
ADCY1,ADCY5
ADCY1,ADCY6
ADCY1,ADCY7
ADCY1,ADCY8
ADCY1,ADCY9
ADCY2,ADCY1
ADCY2,ADCY3
ADCY2,ADCY5
ADCY2,ADCY6
ADCY2,ADCY7
ADCY2,ADCY8
ADCY2,ADCY9
ADCY3,ADCY1
ADCY3,ADCY2
ADCY3,ADCY5
ADCY3,ADCY6
ADCY3,ADCY7
ADCY3,ADCY8
ADCY3,ADCY9
ADCY5,ADCY1
ADCY5,ADCY2
ADCY5,ADCY3
ADCY5,ADCY6
ADCY5,ADCY7
ADCY5,ADCY8
ADCY5,ADCY9
ADCY6,ADCY1
ADCY6,ADCY2
ADCY6,ADCY3
ADCY6,ADCY5
ADCY6,ADCY7
ADCY6,ADCY8
ADCY6,ADCY9
ADCY7,ADCY1
ADCY7,ADCY2
ADCY7,ADCY3
ADCY7,ADCY5
ADCY7,ADCY6
ADCY7,ADCY8
ADCY7,ADCY9
ADCY8,ADCY1
ADCY8,ADCY2
ADCY8,ADCY3
ADCY8,ADCY5
ADCY8,ADCY6
ADCY8,ADCY7
ADCY8,ADCY9
ADCY9,ADCY1
ADCY9,ADCY2
ADCY9,ADCY3
ADCY9,ADCY5
ADCY9,ADCY6
ADCY9,ADCY7
ADCY9,ADCY8
ADCYAP1,VIP
ADCYAP1R1,GCGR
ADCYAP1R1,GHRHR
ADCYAP1R1,GIPR
ADCYAP1R1,GLP1R
ADCYAP1R1,GLP2R
ADCYAP1R1,PTH1R
ADCYAP1R1,PTH2R
ADCYAP1R1,SCTR
ADCYAP1R1,VIPR1
ADCYAP1R1,VIPR2
ADD1,ADD2
ADD1,ADD3
ADD2,ADD1
ADD2,ADD3
ADD3,ADD1
ADD3,ADD2
ADGRA2,ADGRA3
ADGRA2,LRRC19
ADGRA3,ADGRA2
ADGRA3,LRRC19
ADGRB1,ADGRB2
ADGRB1,ADGRB3
ADGRB1,CFP
ADGRB2,ADGRB1
ADGRB2,ADGRB3
ADGRB2,CFP
ADGRB3,ADGRB1
ADGRB3,ADGRB2
ADGRB3,CFP
ADGRE1,ADGRE2
ADGRE1,ADGRE3
ADGRE1,ADGRE5
ADGRE1,ADGRL1
ADGRE1,ADGRL2
ADGRE1,ADGRL3
ADGRE1,ADGRL4
ADGRE2,ADGRE1
ADGRE2,ADGRE3
ADGRE2,ADGRE5
ADGRE2,ADGRL1
ADGRE2,ADGRL2
ADGRE2,ADGRL3
ADGRE2,ADGRL4
ADGRE3,ADGRE1
ADGRE3,ADGRE2
ADGRE3,ADGRE5
ADGRE3,ADGRL1
ADGRE3,ADGRL2
ADGRE3,ADGRL3
ADGRE3,ADGRL4
ADGRE5,ADGRE1
ADGRE5,ADGRE2
ADGRE5,ADGRE3
ADGRE5,ADGRL1
ADGRE5,ADGRL2
ADGRE5,ADGRL3
ADGRE5,ADGRL4
ADGRF1,ADGRF5
ADGRF5,ADGRF1
ADGRG1,ADGRG2
ADGRG1,ADGRG3
ADGRG1,ADGRG6
ADGRG2,ADGRG1
ADGRG2,ADGRG3
ADGRG2,ADGRG6
ADGRG3,ADGRG1
ADGRG3,ADGRG2
ADGRG3,ADGRG6
ADGRG6,ADGRG1
ADGRG6,ADGRG2
ADGRG6,ADGRG3
ADGRL1,ADGRE1
ADGRL1,ADGRE2
ADGRL1,ADGRE3
ADGRL1,ADGRE5
ADGRL1,ADGRL2
ADGRL1,ADGRL3
ADGRL1,ADGRL4
ADGRL2,ADGRE1
ADGRL2,ADGRE2
ADGRL2,ADGRE3
ADGRL2,ADGRE5
ADGRL2,ADGRL1
ADGRL2,ADGRL3
ADGRL2,ADGRL4
ADGRL3,ADGRE1
ADGRL3,ADGRE2
ADGRL3,ADGRE3
ADGRL3,ADGRE5
ADGRL3,ADGRL1
ADGRL3,ADGRL2
ADGRL3,ADGRL4
ADGRL4,ADGRE1
ADGRL4,ADGRE2
ADGRL4,ADGRE3
ADGRL4,ADGRE5
ADGRL4,ADGRL1
ADGRL4,ADGRL2
ADGRL4,ADGRL3
ADGRV1,SLC8A1
ADGRV1,SLC8A2
ADH1A,ADH1B
ADH1A,ADH1C
ADH1A,ADH5
ADH1A,ADH6
ADH1A,ADH7
ADH1B,ADH1A
ADH1B,ADH1C
ADH1B,ADH5
ADH1B,ADH6
ADH1B,ADH7
ADH1C,ADH1A
ADH1C,ADH1B
ADH1C,ADH5
ADH1C,ADH6
ADH1C,ADH7
ADH5,ADH1A
ADH5,ADH1B
ADH5,ADH1C
ADH5,ADH6
ADH5,ADH7
ADH6,ADH1A
ADH6,ADH1B
ADH6,ADH1C
ADH6,ADH5
ADH6,ADH7
ADH7,ADH1A
ADH7,ADH1B
ADH7,ADH1C
ADH7,ADH5
ADH7,ADH6
ADIPOQ,C1QB
ADIPOQ,COL10A1
ADIPOQ,COL8A1
ADIPOQ,COL8A2
ADIPOR1,ADIPOR2
ADIPOR1,PAQR3
ADIPOR1,PAQR4
ADIPOR2,ADIPOR1
ADIPOR2,PAQR3
ADIPOR2,PAQR4
ADNP,ADNP2
ADNP2,ADNP
ADORA1,ADORA2A
ADORA1,ADORA2B
ADORA1,ADORA3
ADORA2A,ADORA1
ADORA2A,ADORA2B
ADORA2A,ADORA3
ADORA2B,ADORA1
ADORA2B,ADORA2A
ADORA2B,ADORA3
ADORA3,ADORA1
ADORA3,ADORA2A
ADORA3,ADORA2B
ADRA1A,ADRA1B
ADRA1A,ADRA1D
ADRA1A,HTR1A
ADRA1A,HTR1B
ADRA1A,HTR1D
ADRA1A,HTR1E
ADRA1A,HTR1F
ADRA1A,HTR5A
ADRA1A,HTR7
ADRA1B,ADRA1A
ADRA1B,ADRA1D
ADRA1B,HTR1A
ADRA1B,HTR1B
ADRA1B,HTR1D
ADRA1B,HTR1E
ADRA1B,HTR1F
ADRA1B,HTR5A
ADRA1B,HTR7
ADRA1D,ADRA1A
ADRA1D,ADRA1B
ADRA1D,HTR1A
ADRA1D,HTR1B
ADRA1D,HTR1D
ADRA1D,HTR1E
ADRA1D,HTR1F
ADRA1D,HTR5A
ADRA1D,HTR7
ADRA2A,ADRA2B
ADRA2A,ADRA2C
ADRA2A,ADRB1
ADRA2A,ADRB2
ADRA2A,ADRB3
ADRA2A,DRD1
ADRA2A,DRD2
ADRA2A,DRD3
ADRA2A,DRD4
ADRA2A,DRD5
ADRA2A,HRH2
ADRA2A,HTR2A
ADRA2A,HTR2B
ADRA2A,HTR2C
ADRA2A,HTR4
ADRA2A,HTR6
ADRA2B,ADRA2A
ADRA2B,ADRA2C
ADRA2B,ADRB1
ADRA2B,ADRB2
ADRA2B,ADRB3
ADRA2B,DRD1
ADRA2B,DRD2
ADRA2B,DRD3
ADRA2B,DRD4
ADRA2B,DRD5
ADRA2B,HRH2
ADRA2B,HTR2A
ADRA2B,HTR2B
ADRA2B,HTR2C
ADRA2B,HTR4
ADRA2B,HTR6
ADRA2C,ADRA2A
ADRA2C,ADRA2B
ADRA2C,ADRB1
ADRA2C,ADRB2
ADRA2C,ADRB3
ADRA2C,DRD1
ADRA2C,DRD2
ADRA2C,DRD3
ADRA2C,DRD4
ADRA2C,DRD5
ADRA2C,HRH2
ADRA2C,HTR2A
ADRA2C,HTR2B
ADRA2C,HTR2C
ADRA2C,HTR4
ADRA2C,HTR6
ADRB1,ADRA2A
ADRB1,ADRA2B
ADRB1,ADRA2C
ADRB1,ADRB2
ADRB1,ADRB3
ADRB1,DRD1
ADRB1,DRD2
ADRB1,DRD3
ADRB1,DRD4
ADRB1,DRD5
ADRB1,HRH2
ADRB1,HTR2A
ADRB1,HTR2B
ADRB1,HTR2C
ADRB1,HTR4
ADRB1,HTR6
ADRB2,ADRA2A
ADRB2,ADRA2B
ADRB2,ADRA2C
ADRB2,ADRB1
ADRB2,ADRB3
ADRB2,DRD1
ADRB2,DRD2
ADRB2,DRD3
ADRB2,DRD4
ADRB2,DRD5
ADRB2,HRH2
ADRB2,HTR2A
ADRB2,HTR2B
ADRB2,HTR2C
ADRB2,HTR4
ADRB2,HTR6
ADRB3,ADRA2A
ADRB3,ADRA2B
ADRB3,ADRA2C
ADRB3,ADRB1
ADRB3,ADRB2
ADRB3,DRD1
ADRB3,DRD2
ADRB3,DRD3
ADRB3,DRD4
ADRB3,DRD5
ADRB3,HRH2
ADRB3,HTR2A
ADRB3,HTR2B
ADRB3,HTR2C
ADRB3,HTR4
ADRB3,HTR6
AEBP1,CPD
AEBP1,CPE
AEBP1,CPM
AEBP1,CPN1
AEN,ISG20
AEN,ISG20L2
AEN,REXO4
AFDN,SAMD14
AFF1,AFF2
AFF1,AFF3
AFF1,AFF4
AFF2,AFF1
AFF2,AFF3
AFF2,AFF4
AFF3,AFF1
AFF3,AFF2
AFF3,AFF4
AFF4,AFF1
AFF4,AFF2
AFF4,AFF3
AFG3L2,SPG7
AFM,AFP
AFM,ALB
AFM,GC
AFP,AFM
AFP,ALB
AGA,ASRGL1
AGA,TASP1
AGAP1,ACAP1
AGAP1,ACAP2
AGAP1,AGAP2
AGAP2,ACAP1
AGAP2,ACAP2
AGAP2,AGAP1
AGBL2,AGBL3
AGBL2,AGBL5
AGBL2,AGTPBP1
AGBL3,AGBL2
AGBL3,AGTPBP1
AGBL5,AGBL2
AGFG1,AGFG2
AGFG2,AGFG1
AGK,CERK
AGMAT,ARG1
AGMAT,ARG2
AGO1,AGO2
AGO1,AGO3
AGO1,AGO4
AGO1,PIWIL1
AGO1,PIWIL2
AGO2,AGO1
AGO2,AGO3
AGO2,AGO4
AGO2,PIWIL1
AGO2,PIWIL2
AGO3,AGO1
AGO3,AGO2
AGO3,AGO4
AGO3,PIWIL1
AGO3,PIWIL2
AGO4,AGO1
AGO4,AGO2
AGO4,AGO3
AGO4,PIWIL1
AGO4,PIWIL2
AGPAT1,AGPAT2
AGPAT2,AGPAT1
AGPAT3,AGPAT4
AGPAT3,AGPAT5
AGPAT4,AGPAT3
AGPAT4,AGPAT5
AGPAT5,AGPAT3
AGPAT5,AGPAT4
AGTPBP1,AGBL2
AGTPBP1,AGBL3
AGTR1,ACKR3
AGTR1,AGTR2
AGTR1,APLNR
AGTR1,BDKRB1
AGTR1,BDKRB2
AGTR1,GPR15
AGTR1,GPR182
AGTR1,GPR25
AGTR1,RXFP3
AGTR1,RXFP4
AGTR2,ACKR3
AGTR2,AGTR1
AGTR2,APLNR
AGTR2,BDKRB1
AGTR2,BDKRB2
AGTR2,GPR15
AGTR2,GPR182
AGTR2,GPR25
AGTR2,RXFP3
AGTR2,RXFP4
AHCY,AHCYL1
AHCY,AHCYL2
AHCYL1,AHCY
AHCYL1,AHCYL2
AHCYL2,AHCY
AHCYL2,AHCYL1
AHNAK,PRX
AHNAK2,PRX
AHR,AHRR
AHRR,AHR
AHSG,FETUB
AICDA,APOBEC1
AICDA,APOBEC2
AICDA,APOBEC3A
AICDA,APOBEC3B
AICDA,APOBEC3C
AICDA,APOBEC3F
