symbol,General_Term
RAN,G-Protein
RHOV,G-Protein
RHOBTB3,G-Protein
RHOBTB2,G-Protein
RHOQ,G-Protein
RND1,G-Protein
RHOD,G-Protein
RHOA,G-Protein
RHOB,G-Protein
RHOC,G-Protein
RND3,G-Protein
RHOG,G-Protein
RHOH,G-Protein
RHOF,G-Protein
RHOT1,G-Protein
RHOJ,G-Protein
RHOU,G-Protein
RAC1,G-Protein
RAC2,G-Protein
RAC3,G-Protein
RND2,G-Protein
RHOT2,G-Protein
RHOBTB1,G-Protein
CDC42,G-Protein
ERAL1,G-Protein
EIF2S3,G-Protein
EEF2,G-Protein
EFL1,G-Protein
EFTUD2,G-Protein
SRPRA,G-Protein
GFM2,G-Protein
MTIF2,G-Protein
EIF5B,G-Protein
GUF1,G-Protein
GTPBP2,G-Protein
EEFSEC,G-Protein
TUFM,G-Protein
GTPBP1,G-Protein
GABBR1,G-Protein
GPR156,G-Protein
XPR1,G-Protein
FZD10,G-Protein
FRZB,G-Protein
FZD2,G-Protein
SFRP1,G-Protein
SFRP2,G-Protein
SFRP4,G-Protein
SFRP5,G-Protein
SMO,G-Protein
FZD5,G-Protein
FZD3,G-Protein
FZD1,G-Protein
FZD4,G-Protein
FZD6,G-Protein
FZD7,G-Protein
FZD8,G-Protein
FZD9,G-Protein
PTGER3,G-Protein
PTGDR,G-Protein
PTGER1,G-Protein
PTGFR,G-Protein
TBXA2R,G-Protein
PTGER4,G-Protein
PTGIR,G-Protein
PTGER2,G-Protein
ADGRD1,G-Protein
ADGRG2,G-Protein
ADGRG4,G-Protein
ADGRG3,G-Protein
ADGRG6,G-Protein
ADGRG7,G-Protein
ADGRG1,G-Protein
ADGRG5,G-Protein
ADGRE2,G-Protein
ADGRE5,G-Protein
ADGRB1,G-Protein
ADGRB3,G-Protein
ADGRB2,G-Protein
ADGRE3,G-Protein
ADGRE1,G-Protein
ADGRL4,G-Protein
ADGRL3,G-Protein
ADGRL2,G-Protein
ADGRL1,G-Protein
SLC52A1,G-Protein
SLC52A2,G-Protein
SLC52A3,G-Protein
GPRC5C,G-Protein
GPRC5D,G-Protein
GPRC5A,G-Protein
GPRC5B,G-Protein
CRCP,G-Protein
GPR89B,G-Protein
GPR89A,G-Protein
GPR27,G-Protein
GPR173,G-Protein
GPR85,G-Protein
TBL3,G-Protein
GNB1L,G-Protein
BTRC,G-Protein
PAQR8,G-Protein
PAQR7,G-Protein
GPR108,G-Protein
GPR107,G-Protein
CNR1,G-Protein
CNR2,G-Protein
GPR119,G-Protein
S1PR1,G-Protein
LPAR1,G-Protein
S1PR3,G-Protein
LPAR3,G-Protein
GPR3,G-Protein
GPR6,G-Protein
GPR12,G-Protein
MC1R,G-Protein
MC2R,G-Protein
MC3R,G-Protein
MC4R,G-Protein
MC5R,G-Protein
S1PR5,G-Protein
S1PR4,G-Protein
LPAR2,G-Protein
S1PR2,G-Protein
GPR61,G-Protein
GPR62,G-Protein
CELSR2,G-Protein
CELSR1,G-Protein
CELSR3,G-Protein
GRM2,G-Protein
GRM3,G-Protein
GRM4,G-Protein
GRM6,G-Protein
GRM8,G-Protein
GRM1,G-Protein
GRM5,G-Protein
GRM7,G-Protein
TAS1R1,G-Protein
CASR,G-Protein
TAS1R3,G-Protein
GPRC6A,G-Protein
TAS1R2,G-Protein
CMKLR1,G-Protein
FPR1,G-Protein
FPR2,G-Protein
FPR3,G-Protein
C5AR2,G-Protein
GPR32,G-Protein
GPR33,G-Protein
C3AR1,G-Protein
C5AR1,G-Protein
GPR182,G-Protein
GPR146,G-Protein
GPER1,G-Protein
MTNR1A,G-Protein
MTNR1B,G-Protein
GPR50,G-Protein
OPRK1,G-Protein
OPRL1,G-Protein
NPBWR2,G-Protein
OPRD1,G-Protein
SSTR5,G-Protein
GPR149,G-Protein
SSTR4,G-Protein
SSTR1,G-Protein
GPR1,G-Protein
SSTR3,G-Protein
NPBWR1,G-Protein
SSTR2,G-Protein
OPRM1,G-Protein
PTGDR2,G-Protein
MCHR1,G-Protein
CYSLTR1,G-Protein
LTB4R,G-Protein
GALR1,G-Protein
UTS2R,G-Protein
RXFP4,G-Protein
RXFP3,G-Protein
GPR84,G-Protein
LTB4R2,G-Protein
CYSLTR2,G-Protein
MCHR2,G-Protein
KISS1R,G-Protein
GALR3,G-Protein
GALR2,G-Protein
P2RY12,G-Protein
GPR34,G-Protein
P2RY13,G-Protein
P2RY14,G-Protein
GPR171,G-Protein
PTAFR,G-Protein
GPR87,G-Protein
GPR132,G-Protein
LPAR5,G-Protein
GPR68,G-Protein
OPN5,G-Protein
GPR88,G-Protein
RHO,G-Protein
OPN1SW,G-Protein
GPR52,G-Protein
OPN1MW3,G-Protein
OPN1MW,G-Protein
OPN1MW2,G-Protein
OPN3,G-Protein
OPN4,G-Protein
RRH,G-Protein
RGR,G-Protein
NPFFR2,G-Protein
PROKR1,G-Protein
PROKR2,G-Protein
GNRHR,G-Protein
GPR22,G-Protein
GPR150,G-Protein
HCRTR1,G-Protein
HCRTR2,G-Protein
FFAR4,G-Protein
OXTR,G-Protein
AVPR1A,G-Protein
AVPR1B,G-Protein
AVPR2,G-Protein
NPFFR1,G-Protein
QRFPR,G-Protein
CCKAR,G-Protein
NTSR2,G-Protein
NMUR1,G-Protein
NMUR2,G-Protein
GPR19,G-Protein
MLNR,G-Protein
CCKBR,G-Protein
GHSR,G-Protein
NTSR1,G-Protein
NPSR1,G-Protein
GPR45,G-Protein
GPR78,G-Protein
GPR26,G-Protein
GPR63,G-Protein
ADORA1,G-Protein
ADORA2A,G-Protein
ADORA2B,G-Protein
ADORA3,G-Protein
GPBAR1,G-Protein
HRH3,G-Protein
CHRM1,G-Protein
CHRM2,G-Protein
CHRM3,G-Protein
CHRM4,G-Protein
CHRM5,G-Protein
OR10H4,G-Protein
OR10J5,G-Protein
DRD4,G-Protein
OR5T2,G-Protein
OR6T1,G-Protein
OR10H3,G-Protein
OR10H2,G-Protein
OR10H1,G-Protein
OR10H5,G-Protein
HRH1,G-Protein
HRH2,G-Protein
HTR1A,G-Protein
HTR1B,G-Protein
HTR1D,G-Protein
HTR1E,G-Protein
HTR1F,G-Protein
HTR2A,G-Protein
HTR2B,G-Protein
HTR2C,G-Protein
HTR4,G-Protein
HTR5A,G-Protein
HTR6,G-Protein
HTR7,G-Protein
OR5T3,G-Protein
OR11H7,G-Protein
OR11H4,G-Protein
HRH4,G-Protein
OR56A4,G-Protein
OR56A5,G-Protein
ADRA2B,G-Protein
DRD5,G-Protein
DRD1,G-Protein
ADRA1D,G-Protein
DRD3,G-Protein
ADRA1A,G-Protein
ADRA1B,G-Protein
GPR101,G-Protein
ADRB2,G-Protein
ADRA2A,G-Protein
ADRA2C,G-Protein
ADRB3,G-Protein
OR5T1,G-Protein
ADRB1,G-Protein
OR56A1,G-Protein
OR13F1,G-Protein
DRD2,G-Protein
PIK3C2A,Kinase
PIK3C2B,Kinase
PIK3C2G,Kinase
PIK3C3,Kinase
PIK3CA,Kinase
PIK3CB,Kinase
PIK3CD,Kinase
PIK3CG,Kinase
PI4KA,Kinase
PI4KB,Kinase
SHPK,Kinase
GK5,Kinase
GK,Kinase
GK2,Kinase
XYLB,Kinase
PRPS1L1,Kinase
PRPS1,Kinase
PRPS2,Kinase
PRPSAP1,Kinase
PRPSAP2,Kinase
NMRK2,Kinase
UCKL1,Kinase
NMRK1,Kinase
UCK2,Kinase
UCK1,Kinase
CMPK2,Kinase
DTYMK,Kinase
GALK1,Kinase
GALK2,Kinase
DCK,Kinase
DGUOK,Kinase
NDUFA10,Kinase
TK2,Kinase
PDXK,Kinase
COASY,Kinase
STK35,Kinase
PDIK1L,Kinase
EIF2AK1,Kinase
EIF2AK4,Kinase
WEE2,Kinase
EIF2AK2,Kinase
WEE1,Kinase
PKMYT1,Kinase
EIF2AK3,Kinase
PAPSS2,Kinase
PAPSS1,Kinase
ALDH18A1,Kinase
SMG1,Kinase
MTOR,Kinase
ATM,Kinase
ATR,Kinase
PRKDC,Kinase
TRRAP,Kinase
DGKK,Kinase
DGKA,Kinase
DGKB,Kinase
DGKG,Kinase
DGKH,Kinase
DGKQ,Kinase
DGKZ,Kinase
DGKE,Kinase
DGKD,Kinase
DGKI,Kinase
PGK1,Kinase
PGK2,Kinase
TK1,Kinase
CKMT2,Kinase
CKB,Kinase
CKMT1B,Kinase
CKMT1A,Kinase
CKM,Kinase
TPTEP2-CSNK1E,Kinase
CSNK1A1L,Kinase
CSNK1A1,Kinase
CSNK1D,Kinase
CSNK1E,Kinase
CSNK1G2,Kinase
CSNK1G3,Kinase
TTBK2,Kinase
VRK3,Kinase
CSNK1G1,Kinase
VRK1,Kinase
VRK2,Kinase
CDC7,Kinase
TTBK1,Kinase
BCKDK,Kinase
PDK1,Kinase
PDK2,Kinase
PDK3,Kinase
PDK4,Kinase
CEACAM7,Kinase
SLAMF6,Kinase
HEPACAM,Kinase
VSTM5,Kinase
LY9,Kinase
CD244,Kinase
SLAMF8,Kinase
SLAMF7,Kinase
SLAMF1,Kinase
CD84,Kinase
SLAMF9,Kinase
CEACAM21,Kinase
CD2,Kinase
CD48,Kinase
GLYCTK,Kinase
ITPKC,Kinase
ITPKB,Kinase
IP6K3,Kinase
IP6K2,Kinase
ITPKA,Kinase
IP6K1,Kinase
IPMK,Kinase
PI4K2B,Kinase
PI4K2A,Kinase
PFKL,Kinase
PFKM,Kinase
PFKP,Kinase
TAF1L,Kinase
TAF1,Kinase
WNK2,Kinase
WNK4,Kinase
WNK1,Kinase
WNK3,Kinase
NRBP1,Kinase
NRBP2,Kinase
ERN2,Kinase
ERN1,Kinase
IPPK,Kinase
PDGFRL,Kinase
RP2,Kinase
RPS6KC1,Kinase
RPS6KL1,Kinase
FXN,Kinase
GNE,Kinase
FGFRL1,Kinase
NADK,Kinase
ADPGK,Kinase
CHKA,Kinase
CHKB,Kinase
ETNK2,Kinase
ETNK1,Kinase
RFK,Kinase
TRIB1,Kinase
TRIB2,Kinase
TRIB3,Kinase
STK40,Kinase
AAK1,Kinase
BMP2K,Kinase
IKBKE,Kinase
CHUK,Kinase
TBK1,Kinase
IKBKB,Kinase
PINK1,Kinase
TLK2,Kinase
TTK,Kinase
TLK1,Kinase
PIM2,Kinase
PIM3,Kinase
CDC42BPG,Kinase
ROCK2,Kinase
CDC42BPA,Kinase
ROCK1,Kinase
CDC42BPB,Kinase
PIP5KL1,Kinase
PIP5K1C,Kinase
PIP4K2A,Kinase
PIP4K2C,Kinase
PIP5K1A,Kinase
PIP5K1B,Kinase
PIP4K2B,Kinase
MPP7,Kinase
MPP1,Kinase
MPP2,Kinase
MPP3,Kinase
MPP6,Kinase
MPP4,Kinase
MPP5,Kinase
CASK,Kinase
GAK,Kinase
DNAJC6,Kinase
ACVR1B,Kinase
AMHR2,Kinase
BMPR1A,Kinase
TGFBR2,Kinase
ACVR1C,Kinase
TGFBR1,Kinase
BMPR1B,Kinase
BMPR2,Kinase
ACVR2A,Kinase
ACVRL1,Kinase
ACVR1,Kinase
ACVR2B,Kinase
AK7,Kinase
AK9,Kinase
AK2,Kinase
AK4,Kinase
AK1,Kinase
AK3,Kinase
AK5,Kinase
AK8,Kinase
ATP5MF-PTCD1,Kinase
PTCD1,Kinase
MAPK14,Kinase
MAPK15,Kinase
CILK1,Kinase
SRPK3,Kinase
MAK,Kinase
NLK,Kinase
MAPK1,Kinase
MAPK3,Kinase
MAPK4,Kinase
MAPK6,Kinase
MAPK7,Kinase
MAPK8,Kinase
MAPK11,Kinase
MAPK9,Kinase
MAPK10,Kinase
MAPK13,Kinase
MOK,Kinase
MAPK12,Kinase
SRPK1,Kinase
SRPK2,Kinase
CDK2,Kinase
CDK3,Kinase
CDK4,Kinase
CDK5,Kinase
CDK6,Kinase
CDK7,Kinase
CDK8,Kinase
CDK9,Kinase
CDK19,Kinase
CDK20,Kinase
CDKL4,Kinase
CDKL3,Kinase
CDK16,Kinase
CDK17,Kinase
CDK18,Kinase
CDK12,Kinase
CDK14,Kinase
CDK15,Kinase
CDKL5,Kinase
CDK11A,Kinase
CDK10,Kinase
CDK13,Kinase
CDKL1,Kinase
PRPF4B,Kinase
CDKL2,Kinase
CDK1,Kinase
CDK11B,Kinase
GSK3A,Kinase
GSK3B,Kinase
HIPK3,Kinase
HIPK4,Kinase
DYRK1A,Kinase
HIPK1,Kinase
HIPK2,Kinase
DYRK3,Kinase
DYRK2,Kinase
DYRK4,Kinase
DYRK1B,Kinase
DAPK1,Kinase
DAPK3,Kinase
DAPK2,Kinase
STK17B,Kinase
STK17A,Kinase
SIK1B,Kinase
CHEK1,Kinase
SIK1,Kinase
NIM1K,Kinase
SIK2,Kinase
TSSK2,Kinase
TSSK4,Kinase
HUNK,Kinase
SNRK,Kinase
PRKAA1,Kinase
PRKAA2,Kinase
TSSK3,Kinase
NUAK2,Kinase
TSSK1B,Kinase
TSSK6,Kinase
BRSK1,Kinase
BRSK2,Kinase
MELK,Kinase
NUAK1,Kinase
MARK3,Kinase
MARK1,Kinase
MARK4,Kinase
SIK3,Kinase
PASK,Kinase
MARK2,Kinase
ULK2,Kinase
ULK1,Kinase
MKNK1,Kinase
MAPKAPK5,Kinase
MKNK2,Kinase
CAMK4,Kinase
MAPKAPK2,Kinase
MAPKAPK3,Kinase
AURKA,Kinase
AURKC,Kinase
AURKB,Kinase
GRK1,Kinase
GRK7,Kinase
GRK4,Kinase
GRK6,Kinase
GRK3,Kinase
GRK2,Kinase
GRK5,Kinase
MASTL,Kinase
C8orf44-SGK3,Kinase
SGK3,Kinase
MAST2,Kinase
LATS1,Kinase
MAST3,Kinase
STK32A,Kinase
LATS2,Kinase
MAST1,Kinase
STK32C,Kinase
STK32B,Kinase
PRKCB,Kinase
PRKCE,Kinase
STK38L,Kinase
PRKCG,Kinase
PDPK1,Kinase
PRKCZ,Kinase
AKT1,Kinase
AKT2,Kinase
PRKCQ,Kinase
AKT3,Kinase
PRKCH,Kinase
PRKCA,Kinase
SGK2,Kinase
PRKCI,Kinase
STK38,Kinase
MAST4,Kinase
PKN1,Kinase
SGK1,Kinase
PKN3,Kinase
PRKCD,Kinase
PKN2,Kinase
DMPK,Kinase
SBK1,Kinase
SBK3,Kinase
STKLD1,Kinase
PTK7,Kinase
KHK,Kinase
NTPCR,Kinase
NEK6,Kinase
NEK7,Kinase
MAP3K20,Kinase
PBK,Kinase
MVK,Kinase
FGGY,Kinase
TMEM256,Kinase
NEK10,Kinase
NEK8,Kinase
NEK2,Kinase
NEK11,Kinase
NME5,Kinase
FBL,Methyltransferase
COMTD1,Methyltransferase
PAOX,Methyltransferase
KDM1B,Methyltransferase
KDM1A,Methyltransferase
IL4I1,Methyltransferase
SMOX,Methyltransferase
PNMT,Methyltransferase
NNMT,Methyltransferase
INMT,Methyltransferase
DPH5,Methyltransferase
MTFMT,Methyltransferase
METTL15,Methyltransferase
TYMS,Methyltransferase
PCMTD1,Methyltransferase
PCMT1,Methyltransferase
PCMTD2,Methyltransferase
SHMT1,Methyltransferase
SHMT2,Methyltransferase
ATIC,Methyltransferase
DIMT1,Methyltransferase
TFB1M,Methyltransferase
TFB2M,Methyltransferase
TRMU,Methyltransferase
TRMT61A,Methyltransferase
RNMT,Methyltransferase
RRNAD1,Methyltransferase
METTL25,Methyltransferase
BUD23,Methyltransferase
METTL11B,Methyltransferase
NTMT1,Methyltransferase
METTL3,Methyltransferase
EEF1AKMT2,Methyltransferase
METTL16,Methyltransferase
TRMT10B,Methyltransferase
TRMT10C,Methyltransferase
MECP2,Methyltransferase
MBD4,Methyltransferase
WDR82,Methyltransferase
DOT1L,Methyltransferase
NSUN4,Methyltransferase
NSUN2,Methyltransferase
NSUN3,Methyltransferase
METTL6,Methyltransferase
METTL8,Methyltransferase
METTL2A,Methyltransferase
METTL2B,Methyltransferase
TENT4A,Methyltransferase
TENT4B,Methyltransferase
METTL22,Methyltransferase
TYW3,Methyltransferase
TRMT12,Methyltransferase
TRMT5,Methyltransferase
METTL1,Methyltransferase
METTL7B,Methyltransferase
METTL7A,Methyltransferase
PPOX,Methyltransferase
MRM3,Methyltransferase
ASMTL,Methyltransferase
COQ3,Methyltransferase
MAOA,Methyltransferase
MAOB,Methyltransferase
COQ5,Methyltransferase
ETFBKMT,Methyltransferase
AS3MT,Methyltransferase
FASN,Methyltransferase
COMT,Methyltransferase
LRTOMT,Methyltransferase
TRMT2B,Methyltransferase
ACYP1,Phosphatase
ACYP2,Phosphatase
ENPP5,Phosphatase
ENPP3,Phosphatase
ENPP2,Phosphatase
ENPP7,Phosphatase
ENPP6,Phosphatase
ENPP1,Phosphatase
ENPP4,Phosphatase
PLPPR4,Phosphatase
PLPPR3,Phosphatase
PLPPR2,Phosphatase
PLPPR5,Phosphatase
PLPP2,Phosphatase
PLPP1,Phosphatase
PLPPR1,Phosphatase
PLPP3,Phosphatase
PLPP5,Phosphatase
PLPP4,Phosphatase
PPP2R5C,Phosphatase
PPP2R5D,Phosphatase
PPP2R5B,Phosphatase
PPP2R5A,Phosphatase
PPP2R5E,Phosphatase
DUSP11,Phosphatase
RNGTT,Phosphatase
MFN2,Phosphatase
MFN1,Phosphatase
PFKFB1,Phosphatase
PFKFB2,Phosphatase
PFKFB3,Phosphatase
PFKFB4,Phosphatase
PPP2R1A,Phosphatase
PPP2R1B,Phosphatase
PPP4R1,Phosphatase
GET3,Phosphatase
MTMR6,Phosphatase
MTMR7,Phosphatase
MTMR8,Phosphatase
MTMR12,Phosphatase
MTMR10,Phosphatase
SBF2,Phosphatase
MTMR1,Phosphatase
MTMR2,Phosphatase
SBF1,Phosphatase
MTMR11,Phosphatase
MTMR9,Phosphatase
MTMR4,Phosphatase
MTMR3,Phosphatase
MTM1,Phosphatase
CDC25A,Phosphatase
CDC25B,Phosphatase
CDC25C,Phosphatase
ITPA,Phosphatase
INPP5J,Phosphatase
INPP5B,Phosphatase
OCRL,Phosphatase
INPP5K,Phosphatase
SYNJ1,Phosphatase
SYNJ2,Phosphatase
LOC100506422,Phosphatase
DUT,Phosphatase
DOLPP1,Phosphatase
FBP1,Phosphatase
FBP2,Phosphatase
ACP6,Phosphatase
PXYLP1,Phosphatase
ACP4,Phosphatase
ACP2,Phosphatase
FRA10AC1,Phosphatase
ACP3,Phosphatase
ALPI,Phosphatase
ALPL,Phosphatase
ALPP,Phosphatase
ALPG,Phosphatase
PPP1CC,Phosphatase
PPP1CA,Phosphatase
PPP1CB,Phosphatase
ENTPD4,Phosphatase
ENTPD8,Phosphatase
ENTPD1,Phosphatase
ENTPD2,Phosphatase
ENTPD7,Phosphatase
ENTPD3,Phosphatase
PPP2R2A,Phosphatase
PPP2R2B,Phosphatase
PPP2R2C,Phosphatase
PPP2R2D,Phosphatase
PPP2R3C,Phosphatase
NT5DC1,Phosphatase
NT5C2,Phosphatase
NT5DC3,Phosphatase
NT5DC2,Phosphatase
ATP6V0E2,Phosphatase
ATP6V0E1,Phosphatase
PTEN,Phosphatase
TPTE,Phosphatase
TPTE2,Phosphatase
PPTC7,Phosphatase
NUDT4,Phosphatase
NUDT3,Phosphatase
NUDT10,Phosphatase
NUDT11,Phosphatase
NUDT8,Phosphatase
NUDT7,Phosphatase
INPP5A,Phosphatase
TAB1,Phosphatase
PPM1M,Phosphatase
PPM1N,Phosphatase
PP2D1,Phosphatase
PPM1L,Phosphatase
PPM1K,Phosphatase
PPM1E,Phosphatase
PPM1J,Phosphatase
PDP1,Phosphatase
PPM1A,Phosphatase
PPM1B,Phosphatase
PPM1G,Phosphatase
PPM1H,Phosphatase
PDP2,Phosphatase
ILKAP,Phosphatase
PPM1D,Phosphatase
PPM1F,Phosphatase
NUDT6,Phosphatase
PPP2R3B,Phosphatase
PPP2R3A,Phosphatase
SGPP2,Phosphatase
PLPP7,Phosphatase
PLPP6,Phosphatase
SGPP1,Phosphatase
RWDD2A,Phosphatase
RWDD2B,Phosphatase
PUDP,Phosphatase
PTPRF,Phosphatase
PTPRM,Phosphatase
PTPRU,Phosphatase
PTPRT,Phosphatase
PTPRK,Phosphatase
PTPRJ,Phosphatase
PTPRC,Phosphatase
PTPN9,Phosphatase
PTPRH,Phosphatase
PTPN7,Phosphatase
PTPRD,Phosphatase
PTPRA,Phosphatase
PTPRZ1,Phosphatase
PTPRG,Phosphatase
PTPRS,Phosphatase
PTPRE,Phosphatase
HDHD2,Phosphatase
LHPP,Phosphatase
PDXP,Phosphatase
PGP,Phosphatase
ENOPH1,Phosphatase
SSU72,Phosphatase
IMPA1,Phosphatase
IMPA2,Phosphatase
CFAP36,Phosphatase
CTDP1,Phosphatase
HINT1,Phosphatase
HINT2,Phosphatase
BPNT1,Phosphatase
INPP1,Phosphatase
BPNT2,Phosphatase
PSPH,Phosphatase
PYGM,Phosphorylase
PYGL,Phosphorylase
PYGB,Phosphorylase
PNP,Phosphorylase
MTAP,Phosphorylase
NUDT17,Phosphorylase
NUDT12,Phosphorylase
UPP1,Phosphorylase
UPP2,Phosphorylase
NUDT1,Phosphorylase
ESD,Protease
ZMPSTE24,Protease
MEP1A,Protease
MEP1B,Protease
ASTL,Protease
CAPN9,Protease
CAPN11,Protease
CAPN10,Protease
CAPN12,Protease
CAPN8,Protease
CAPN14,Protease
CAPN15,Protease
CAPN5,Protease
CAPN1,Protease
CAPN2,Protease
CAPN3,Protease
CAPN6,Protease
CAPN13,Protease
AGA,Protease
TASP1,Protease
ASRGL1,Protease
PSEN1,Protease
PSEN2,Protease
IGF2BP1,Protease
IGF2BP3,Protease
IGF2BP2,Protease
HNRNPK,Protease
NOVA1,Protease
NOVA2,Protease
PCBP1,Protease
PCBP2,Protease
PCBP3,Protease
PCBP4,Protease
KHSRP,Protease
FUBP1,Protease
FUBP3,Protease
BLMH,Protease
NAALAD2,Protease
NAALADL1,Protease
FOLH1B,Protease
FOLH1,Protease
NAALADL2,Protease
TFR2,Protease
TFRC,Protease
PSMD14,Protease
COPS5,Protease
BRCC3,Protease
EIF3H,Protease
CASP12,Protease
CASP14,Protease
PYCARD,Protease
CASP1,Protease
CASP2,Protease
CASP3,Protease
CASP4,Protease
CASP5,Protease
CASP6,Protease
CASP7,Protease
CASP8,Protease
CASP9,Protease
CASP10,Protease
CFLAR,Protease
ACE,Protease
ACE2,Protease
COPS6,Protease
PSMD7,Protease
EIF3F,Protease
CLCA1,Protease
CLCA4,Protease
CLCA2,Protease
UCHL5,Protease
UCHL1,Protease
UCHL3,Protease
BAP1,Protease
ABHD2,Protease
ABHD15,Protease
ABHD3,Protease
ABHD1,Protease
PKD2,Protease
PKD1L2,Protease
PKD1L3,Protease
PKD1L1,Protease
PKD2L1,Protease
PKDREJ,Protease
PKD2L2,Protease
GFPT1,Protease
GFPT2,Protease
LMLN,Protease
PRSS16,Protease
DPP7,Protease
PRCP,Protease
NDRG1,Protease
NDRG3,Protease
NDRG2,Protease
NDRG4,Protease
AMDHD2,Protease
GDA,Protease
GGH,Protease
CPS1,Protease
CAD,Protease
ALAD,Protease
ENPEP,Protease
LVRN,Protease
ANPEP,Protease
TRHDE,Protease
LNPEP,Protease
ERAP1,Protease
ERAP2,Protease
NPEPPS,Protease
CTPS1,Protease
CTPS2,Protease
DPYSL4,Protease
CRMP1,Protease
DPYS,Protease
DPYSL2,Protease
DPYSL3,Protease
DPYSL5,Protease
GGT1,Protease
GGT7,Protease
GGT5,Protease
CPO,Protease
CPA1,Protease
CPA2,Protease
CPA3,Protease
CPB1,Protease
CPB2,Protease
CPA4,Protease
CPA6,Protease
CPA5,Protease
DPP9,Protease
DPP4,Protease
FAP,Protease
DPP6,Protease
DPP10,Protease
DPP8,Protease
EEF1AKMT4-ECE2,Protease
ECE1,Protease
KEL,Protease
MME,Protease
PHEX,Protease
MMEL1,Protease
ECEL1,Protease
ECE2,Protease
ASNS,Protease
CPVL,Protease
CTSA,Protease
SCPEP1,Protease
MIPEP,Protease
NLN,Protease
THOP1,Protease
CYLD,Protease
RPS3A,Protease
PMPCA,Protease
UQCRC1,Protease
UQCRC2,Protease
PMPCB,Protease
PPAT,Protease
GMPS,Protease
FDXR,Protease
LAP3,Protease
NPEPL1,Protease
PIGK,Protease
LGMN,Protease
ADGRD1,Protease
ADGRG2,Protease
ADGRG4,Protease
ADGRG3,Protease
ADGRG6,Protease
ADGRG7,Protease
ADGRG1,Protease
ADGRG5,Protease
ADGRE2,Protease
ADGRE5,Protease
ADGRB1,Protease
ADGRB3,Protease
ADGRB2,Protease
ADGRE3,Protease
ADGRE1,Protease
ADGRL4,Protease
ADGRL3,Protease
ADGRL2,Protease
ADGRL1,Protease
CPQ,Protease
ERMP1,Protease
SPPL3,Protease
SPPL2C,Protease
SPPL2B,Protease
HM13,Protease
SPPL2A,Protease
QPCT,Protease
QPCTL,Protease
DESI1,Protease
DESI2,Protease
CTSC,Protease
CTSB,Protease
CTSH,Protease
CTSK,Protease
CTSL,Protease
CTSV,Protease
CTSO,Protease
CTSS,Protease
CTSW,Protease
CTSZ,Protease
TINAG,Protease
TINAGL1,Protease
CTSF,Protease
OTUD6A,Protease
OTUD1,Protease
OTUD3,Protease
OTUD6B,Protease
OTUD4,Protease
OTUD5,Protease
SENP5,Protease
SENP2,Protease
SENP3,Protease
SENP1,Protease
AGBL1,Protease
AGTPBP1,Protease
AGBL3,Protease
AGBL5,Protease
AGBL2,Protease
AGBL4,Protease
ESPL1,Protease
SPCS3,Protease
DDI1,Protease
NRIP3,Protease
NRIP2,Protease
DDI2,Protease
STAMBP,Protease
STAMBPL1,Protease
RCE1,Protease
JOSD2,Protease
JOSD1,Protease
YOD1,Protease
MBTPS2,Protease
OTUD7A,Protease
ZRANB1,Protease
OTUD7B,Protease
TNFAIP3,Protease
CTSD,Protease
CTSE,Protease
BACE1,Protease
BACE2,Protease
PGA5,Protease
PGC,Protease
REN,Protease
PGA3,Protease
PGA4,Protease
NAPSA,Protease
ADAMTS13,Protease
ADAMTS8,Protease
ADAMTS5,Protease
ADAMTS7,Protease
ADAMTS6,Protease
ADAMTS14,Protease
ADAMTS15,Protease
ADAMTS16,Protease
ADAMTS17,Protease
ADAMTS18,Protease
ADAMTS19,Protease
ADAMTSL5,Protease
ADAMTSL4,Protease
ADAMTS9,Protease
ADAMTSL3,Protease
THSD4,Protease
ADAMTS20,Protease
ADAMTS12,Protease
ADAMTS10,Protease
PAPLN,Protease
ADAMTSL1,Protease
ADAMTS4,Protease
ADAMTS3,Protease
ADAMTS2,Protease
ADAMTS1,Protease
ADAMTSL2,Protease
ATXN3,Protease
ATXN3L,Protease
PPME1,Protease
TPP1,Protease
VCPIP1,Protease
TAF2,Protease
ATP5F1B,Protease
USPL1,Protease
PRSS23,Protease
PRSS35,Protease
PAN2,Protease
SSC4D,Protease
DMBT1,Protease
CD163L1,Protease
SSC5D,Protease
SCARA5,Protease
MSR1,Protease
PRSS12,Protease
CD5L,Protease
CD6,Protease
CD163,Protease
TYSND1,Protease
TRAPPC12,Protease
USP43,Protease
USP31,Protease
ATP23,Protease
MALT1,Protease
OMA1,Protease
HTRA4,Protease
HTRA1,Protease
HTRA3,Protease
TBC1D3G,Protease
TBC1D3L,Protease
TBC1D8,Protease
EVI5L,Protease
TBC1D16,Protease
SGSM1,Protease
ADPRH,Protease
TBC1D21,Protease
TBC1D9B,Protease
TBC1D2B,Protease
TBC1D9,Protease
TBC1D1,Protease
TBC1D12,Protease
TBC1D30,Protease
RABGAP1,Protease
TBC1D28,Protease
TBC1D22A,Protease
TBC1D10B,Protease
TBC1D29P,Protease
SGSM3,Protease
TBC1D26,Protease
TBC1D10C,Protease
TBC1D3B,Protease
TBC1D3C,Protease
TBC1D25,Protease
TBC1D13,Protease
TBC1D8B,Protease
TBC1D2,Protease
TBC1D22B,Protease
TBC1D14,Protease
TBC1D15,Protease
TBC1D3,Protease
